Error code,Name,Return code,Remarks
NW-31456-9,SCE_HTTP_ERROR_TIMEOUT,0x80431068,"Connection error // PSN or the game's server may be temporarily unavailable. Please check the status of the game's server via its website. You can check the status of the PSN here.. This is likely a temporary issue, so please try again later."
NW-31457-0,SCE_HTTP_ERROR_UNKNOWN_AUTH_TYPE,0x80431069,The specified authentication type unknown
NW-31458-1,SCE_HTTP_ERROR_INVALID_VERSION,0x8043106A,Invalid version was specified
NW-31459-2,SCE_HTTP_ERROR_UNKNOWN_METHOD,0x8043106B,The value specified in method is invalid
NW-31460-4,SCE_HTTP_ERROR_READ_BY_HEAD_METHOD,0x8043106F,The specified request is for the HEAD method
NW-31461-5,SCE_HTTP_ERROR_NOT_IN_COM,0x80431070,Internal error
NW-31462-6,SCE_HTTP_ERROR_NO_CONTENT_LENGTH,0x80431071,Acquisition API was called by the transaction in which Content-Length is not contained
NW-31463-7,SCE_HTTP_ERROR_CHUNK_ENC,0x80431072,Acquisition API was called by the transaction in which Content-Length is not contained
NW-31464-8,SCE_HTTP_ERROR_TOO_LARGE_RESPONSE_HEADER,0x80431073,Too large a response header was received
NW-31465-9,SCE_HTTP_ERROR_SSL,0x80431075,Failed to SSL communication
NW-31466-0,SCE_HTTP_ERROR_ABORTED,0x80431080,Interruption API is called
NW-31467-1,SCE_HTTP_ERROR_UNKNOWN,0x80431081,Internal error
NW-31468-2,SCE_HTTP_ERROR_PROXY,0x80431084,Failed to establish the connection to the HTTP Proxy
NW-31469-3,SCE_HTTP_ERROR_BROKEN,0x80431085,Internal error
NW-31470-5,SCE_HTTP_ERROR_INVALID_ID,0x80431100,Invalid object ID was specified
NW-31471-6,SCE_HTTP_ERROR_OUT_OF_SIZE,0x80431104,The buffer size is insufficient
NW-31472-7,SCE_HTTP_ERROR_INVALID_VALUE,0x804311FE,Invalid value was specified
NW-31473-8,SCE_HTTP_ERROR_PARSE_HTTP_NOT_FOUND,0x80432025,The specified header field does not exist
NW-31474-9,SCE_HTTP_ERROR_PARSE_HTTP_INVALID_RESPONSE,0x80432060,The specified header field does not exist
NW-31475-0,SCE_HTTP_ERROR_PARSE_HTTP_INVALID_VALUE,0x804321FE,The specified header field does not exist
NW-31476-1,SCE_HTTP_ERROR_INVALID_URL,0x80433060,Invalid URL was specified
NW-31477-2,SCE_HTTPS_ERROR_CERT,0x80435060,Server certificate is invalid
NW-31478-3,SCE_HTTPS_ERROR_HANDSHAKE,0x80435061,Failed to SSL handshake
NW-31479-4,SCE_HTTPS_ERROR_IO,0x80435062,Some communication error occurred during SSL communication
NW-31480-6,SCE_HTTPS_ERROR_INTERNAL,0x80435063,Internal SSL library error
NW-31481-7,SCE_HTTPS_ERROR_PROXY,0x80435064,HTTP PROXY server returned an error before SSL communication
NW-31482-8,SCE_HTTPS_ERROR_PROHIBITED,0x8043506B,called API with prohibited options
NW-31483-9,SCE_HTTP_ERROR_RESOLVER_EPACKET,0x80436001,Invalid DNS response
NW-31484-0,SCE_HTTP_ERROR_RESOLVER_ENODNS,0x80436002,DNS server not specified // Restart the PS4 system.
NW-31485-1,SCE_HTTP_ERROR_RESOLVER_ETIMEDOUT,0x80436003,Timeout occurred // Restart the PS4 system.
NW-31486-2,SCE_HTTP_ERROR_RESOLVER_ENOSUPPORT,0x80436004,Unsupported function requested by server
NW-31487-3,SCE_HTTP_ERROR_RESOLVER_EFORMAT,0x80436005,Invalid response from server
NW-31488-4,SCE_HTTP_ERROR_RESOLVER_ESERVERFAILURE,0x80436006,Temporary error from server
NW-31489-5,SCE_HTTP_ERROR_RESOLVER_ENOHOST,0x80436007,Inquired host name does not exist
NW-31490-7,SCE_HTTP_ERROR_RESOLVER_ENOTIMPLEMENTED,0x80436008,Inquired function is not implemented
NW-31491-8,SCE_HTTP_ERROR_RESOLVER_ESERVERREFUSED,0x80436009,Inquiry denied
NW-31492-9,SCE_HTTP_ERROR_RESOLVER_ENORECORD,0x8043600A,Inquired record does not exist
NW-32626-9,SCE_RUDP_ERROR_NOT_INITIALIZED,0x80770001,Library was not initialized
NW-32627-0,SCE_RUDP_ERROR_ALREADY_INITIALIZED,0x80770002,Library has already been initialized
NW-32628-1,SCE_RUDP_ERROR_INVALID_CONTEXT_ID,0x80770003,Context ID is invalid
NW-32629-2,SCE_RUDP_ERROR_INVALID_ARGUMENT,0x80770004,Any argument is invalid
NW-32630-4,SCE_RUDP_ERROR_INVALID_OPTION,0x80770005,Option argument is invalid
NW-32631-5,SCE_RUDP_ERROR_INVALID_MUXMODE,0x80770006,Mux mode argument is invalid
NW-32632-6,SCE_RUDP_ERROR_MEMORY,0x80770007,There is not enough memory
NW-32633-7,SCE_RUDP_ERROR_INTERNAL,0x80770008,Internal RUDP error
NW-32634-8,SCE_RUDP_ERROR_CONN_RESET,0x80770009,RUDP connection was reset
NW-32635-9,SCE_RUDP_ERROR_CONN_REFUSED,0x8077000A,A connection request arrives but the pending connection queue is full
NW-32636-0,SCE_RUDP_ERROR_CONN_TIMEOUT,0x8077000B,Timeout occurred before connection establishment
NW-32637-1,SCE_RUDP_ERROR_CONN_VERSION_MISMATCH,0x8077000C,Rudp protocol version is different between the peers
NW-32638-2,SCE_RUDP_ERROR_CONN_TRANSPORT_TYPE_MISMATCH,0x8077000D,Transport type is different between the peers
NW-32639-3,SCE_RUDP_ERROR_CONN_QUALITY_LEVEL_MISMATCH,0x8077000E,Packet with a different quality level was received
NW-32640-5,SCE_RUDP_ERROR_THREAD,0x8077000F,Thread related error occurred
NW-32641-6,SCE_RUDP_ERROR_THREAD_IN_USE,0x80770010,Internal I/O thread already in use
NW-32642-7,SCE_RUDP_ERROR_NOT_ACCEPTABLE,0x80770011,Operation not acceptable
NW-32643-8,SCE_RUDP_ERROR_MSG_TOO_LARGE,0x80770012,Message too large to be sent on this context
NW-32644-9,SCE_RUDP_ERROR_NOT_BOUND,0x80770013,The context has not been bound yet
NW-32645-0,SCE_RUDP_ERROR_CANCELLED,0x80770014,Blocking operation cancelled
NW-32646-1,SCE_RUDP_ERROR_INVALID_VPORT,0x80770015,Invalid vport was used in RudpBind
NW-32647-2,SCE_RUDP_ERROR_WOULDBLOCK,0x80770016,Blocking operation timed out
NW-32648-3,SCE_RUDP_ERROR_VPORT_IN_USE,0x8077001,An already used vport was used in RudpBind
NW-32649-4,SCE_RUDP_ERROR_VPORT_EXHAUSTED,0x80770018,Internal vport resources are exhausted
NW-32650-6,SCE_RUDP_ERROR_INVALID_SOCKET,0x80770019,Socket related error
NW-32651-7,SCE_RUDP_ERROR_BUFFER_TOO_SMALL,0x8077001A,Buffer too small
NW-32652-8,SCE_RUDP_ERROR_MSG_MALFORMED,0x8077001B,Received data is not an RUDP packet or is corrupted
NW-32653-9,SCE_RUDP_ERROR_ADDR_IN_USE,0x8077001C,There is another context that has the same socket connected to the same remote address
NW-32654-0,SCE_RUDP_ERROR_ALREADY_BOUND,0x8077001D,Socket is already bound
NW-32655-1,SCE_RUDP_ERROR_ALREADY_EXISTS,0x8077001E,Polling for this context already exists
NW-32656-2,SCE_RUDP_ERROR_INVALID_POLL_ID,0x8077001F,Poll ID is invalid
NW-32657-3,SCE_RUDP_ERROR_TOO_MANY_CONTEXTS,0x80770020,Too many contexts
NW-32658-4,SCE_RUDP_ERROR_IN_PROGRESS,0x80770021,Operation is in progress
NW-32659-5,SCE_RUDP_ERROR_NO_EVENT_HANDLER,0x80770022,Common event handler has not been registered
NW-32660-7,SCE_RUDP_ERROR_PAYLOAD_TOO_LARGE,0x80770023,Payload is too large when setting SCE_RUDP_OPTION_MAX_PAYLOAD option
NW-32661-8,SCE_RUDP_ERROR_END_OF_DATA,0x80770024,No more data to read from the peer
NW-32662-9,SCE_RUDP_ERROR_ALREADY_ESTABLISHED,0x80770025,Connection is already established between the peers
NW-32663-0,SCE_RUDP_ERROR_KEEP_ALIVE_FAILURE,0x80770026,Connection was closed due to keep-alive timeout
NW-32664-1,SCE_RUDP_ERROR_MEMLEAK,0x807700FF,Rudp didn't free all of its allocated memory
NW-34347-1,SCE_HTTP_ERROR_INSUFFICIENT_STACKSIZE,0x80431076,Insufficient stack size
SU-30631-3,,0x80180009,"USB error occured while updating the system software. // Step 1: Delete the Update file from the USB storage device. Step 2: Clear your browser cache and redownload the PUP file here. Then retry the system update. Step 3: If the error persists, try another USB device. Step 4: If the error occurs again there may be an issue with the PS4's hard drive (HDD). If you have previously changed the HDD, use the other HDD. If not, please visit our Contact page to contact SCEA for additional technical support."
SU-30632-4,,0x8018000a,
SU-30633-5,,0x8018000b,
SU-30634-6,,0x8018000c,"USB error occured while updating the system software. // Step 1: Delete the Update file from the USB storage device. Step 2: Clear your browser cache and redownload the PUP file here. Then retry the system update. Step 3: If the error persists, try another USB device. Step 4: If the error occurs again there may be an issue with the PS4's hard drive (HDD). If you have previously changed the HDD, use the other HDD. If not, please visit our Contact page to contact SCEA for additional technical support."
SU-30645-8,,0x80180859,"Failed to update the system software. The update file may be corrupted. // If you are updating the system via Internet, go to [Settings] > [System Software Update] and retry update. If you are updating via USB storage device, delete the update file on USB and redownload the update file from playstation.com. Then retry updating at [Settings] > [System Software Update]"
SU-30646-9,,0x8018085a,
SU-30647-0,,0x8018085b,
SU-30648-1,,0x8018085c,
SU-30649-2,,0x8018085d,"Failed to update the system software. The update file may be corrupted. // If you are updating the system via Internet, go to [Settings] > [System Software Update] and retry update. If you are updating via USB storage device, delete the update file on USB and redownload the update file from playstation.com. Then retry updating at [Settings] > [System Software Update] OR Devkit/Testkit -> [ERROR]The PUP file version is too low to be used for downgrading from the current version of this devkit. (when attempting to downgrade below the minimal version of a devkit with a downgrader pup)"
SU-30683-0,,0x80180fff,"Update via USB storage failed // Step 1: Go to Safe Mode, choose option ?7. Initialize PS4], and follow the onscreen instructions. You can find more information on Safe Mode here. Step 2: If the error occurs again, please visit SCEA Contact page for additional technical support."
SU-30696-4,,0x8018220c,"Failed to update the system software. The update file may be corrupted. // If you are updating the system via Internet, go to [Settings] > [System Software Update] and retry update. If you are updating via USB storage device, delete the update file on USB and redownload the update file from playstation.com. Then retry updating at [Settings] > [System Software Update]"
SU-30709-9,,0x80182260,
SU-30733-6,,0x80182605,The latest version of the system software is already installed. // No Action Required.
SU-34322-4,,,Failed to update the system software. Update has timed out. // Updating Via Internet: Go to [Notifications] > [Downloads] and highlight the notification about the system software update. Push the [Options] button and delete the content. Then retry the update by going to [Settings] > [System Software Update] // Updating Via USB: Retry the update by going to [Settings] > [System Software Update].
SU-34323-5,,,
SU-34324-6,,,
SU-34325-7,,,
SU-34326-8,,,
SU-34327-9,,0x80182611,
SU-34328-0,,0x80182612,An internal error occured. // Please try again later.
SU-41283-8,,,WiFi/Bluetooth Firmware Error / Can Not Communicate with WiFi/Bluetooth IC. Replace WiFi/Bluetooth IC OR Reflash NOR with correct WiFi/Bluetooth Firmware.
SU-42118-6,,,"BD-ROM Drive Error / Can Not Communicate with BD-ROM. Check BD-ROM Ribbon between motherboard and drive. If the tabs are broken, replace cable and test. Also check connectors for breaks or corrosion. If no better, check and replace drive board fuses F501, F201, F202 and F203 where bad. May require Renesas IC swap if all else fails."
WC-40328-7,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_1_ERROR_BAD_REQUEST,0x82000001,Bad Request
WC-40329-8,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_2_ERROR_UNKNOWN_ERROR,0x82000002,Unknown Error
WC-40330-0,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_3_ERROR_TIMEOUT_ERROR,0x82000003,Timeout Error
WC-40331-1,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_4_ERROR_NO_DATA_FOUND,0x82000004,No Data Found
WC-40332-2,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_5_ERROR_SESSION_EXPIRED,0x82000005,Session Expired
WC-40333-3,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_6_ERROR_VERSION_NOT_SUPPORTED,0x82000006,Version Not Supported
WC-41182-6,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_7_ERROR_ACCESS_PERMISSION_DENIED,0x82000007,Access Permission Denied
WC-41183-7,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_10_ERROR_CATEGORY_DOES_NOT_EXIST,0x82000010,No Such Category
WC-41184-8,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_11_ERROR_PRODUCT_DOES_NOT_EXIST,0x82000011,No Such Product
WC-41185-9,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_12_ERROR_REQUIRES_PASSWORD,0x82000012,Requires Password
WC-41186-0,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_13_ERROR_NOT_ELIGIBLE,0x82000013,Not Eligible
WC-40334-4,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_14_ERROR_INVALID_LOGIN,0x82000014,Invalid Login
WC-40335-5,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_15_ERROR_CURRENCY_DOES_NOT_EXIST,0x82000015,No Such Currency
WC-41187-1,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_16_ERROR_NO_PAYMENT_INFO,0x82000016,No Payment Info
WC-40336-6,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_17_ERROR_CART_FULL,0x82000017,Cart Full
WC-40337-7,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_18_ERROR_INVALID_QUANTITY,0x82000018,Invalid Quantity
WC-40338-8,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_19_ERROR_ITEM_ALREADY_IN_CART,0x82000019,Item Already in Cart
WC-41188-2,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_1A_ERROR_INVALID_SKU,0x8200001A,Invalid SKU
WC-40339-9,SCE_NP_WEB_CLIENT_ERROR_COMMERCE_KMJ_SERVER_1B_ERROR_INACTIVE_ACCOUNT,0x8200001B,Inactive Account
WS-36601-6,SCE_NP_WEBAPI_SERVER_ERROR_ASM_INVALID_BODY_PARAMETER,0x82200182,
WS-36724-2,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_USER_NOT_FOUND,0x8220200c,Target user does not exist.
WS-36725-3,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_RESOURCE_NOT_FOUND,0x8220200d,Target resource does not exist.
WS-36726-4,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_ACCESS_DENIED_BY_RESOURCE_OWNERSHIP,0x8220200e,"Access attempted by a non-owner for a resource that only the resource owner can access. For example, attempted to obtain a friend list with presence information of another user."
WS-36755-6,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_RATE_LIMIT_EXCEEDED,0x8220220b,"Cannot connect to the server. It has been accessed too frequently by you, so access is being restricted. Please try again later."
WS-36756-7,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_ACCESS_DENIED_BY_PRIVACY_LEVEL,0x8220220c,Access was denied due to target user privacy setting.
WS-36757-8,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_NOT_AUTHORIZED_ACCESS_TOKEN,0x8220220d,Access token was obtained with an invalid procedure
WS-36768-0,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_INTERNAL_SERVER_ERROR,0x82202301,Internal error of the server
WS-36777-0,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_FRIEND_REQUEST_NOT_FOUND,0x82202900,Friend request does not exist
WS-36778-1,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_NOT_IN_FRIEND_LIST,0x82202901,User does not exist in friends list
WS-36780-4,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_ALREADY_FRIEND_REQUESTED,0x82202903,Already friend-requested
WS-36781-5,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_REQUESTERS_FRIEND_LIST_FULL,0x82202904,Requester's friend list is full.
WS-36782-6,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_REQUESTED_USERS_FRIEND_LIST_FULL,0x82202905,Requested user's friend list is full.
WS-36783-7,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_NAME_ALREADY_SHARED,0x82202906,Already shared their name
WS-36784-8,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_BLOCKED_USER,0x82202907,Blocked user
WS-36785-9,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_NAME_SHARING_REQUEST_NOT_FOUND,0x82202908,Name-sharing request does not exist
WS-36786-0,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_ALREADY_NAME_SHARING_REQUESTED,0x82202909,Already requested to share their name
WS-36787-1,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_NAME_REGISTRATION_REQUIRED,0x8220290a,Name registaration of the user is needed
WS-36788-2,SCE_NP_WEBAPI_SERVER_ERROR_USER_PROFILE_TARGET_USER_NOT_REGISTERED_NAME,0x8220290b,Name registaration of the target user is needed
WS-36812-0,SCE_NP_WEBAPI_SERVER_ERROR_SESSION_INVITATION_RESOURCE_NOT_FOUND,0x8220400d,Target resource does not exist
WS-36842-3,SCE_NP_WEBAPI_SERVER_ERROR_SESSION_INVITATION_RATE_LIMIT_EXCEEDED,0x8220420b,API rate limit was exceeded
WS-36843-4,SCE_NP_WEBAPI_SERVER_ERROR_SESSION_INVITATION_ACCESS_DENIED_BY_PRIVACY_LEVEL,0x8220420c,Access was denied due to target user privacy setting
WS-36844-5,SCE_NP_WEBAPI_SERVER_ERROR_SESSION_INVITATION_NOT_AUTHORIZED_ACCESS_TOKEN,0x8220420d,Access token was obtained with an invalid procedure
WS-36855-7,SCE_NP_WEBAPI_SERVER_ERROR_SESSION_INVITATION_INTERNAL_SERVER_ERROR,0x82204301,Internal error of the server
WS-36987-3,SCE_NP_WEBAPI_SERVER_ERROR_GROUP_MESSAGING_INTERNAL_SERVER_ERROR,0x82206301,Internal error of the server
WS-37073-0,SCE_NP_WEBAPI_SERVER_ERROR_TROPHY_RESOURCE_NOT_FOUND,0x8220a00d,Target resource does not exist
WS-37269-7,SCE_NP_WEBAPI_SERVER_ERROR_ENTITLEMENTS_INTERNAL_ERROR,0x82303f02,Internal error occurred (JSON error code: 3161858)
WS-37270-9,SCE_NP_WEBAPI_SERVER_ERROR_ENTITLEMENTS_SERVICE_UNAVAILABLE,0x82303f03,Service is undergoing maintenance (JSON error code: 3161859)
WS-37271-0,SCE_NP_WEBAPI_SERVER_ERROR_ENTITLEMENTS_RESOURCE_NOT_FOUND,0x82303f04,Resource was not found (JSON error code: 3161860)
WS-37305-8,SCE_NP_WEBAPI_SERVER_ERROR_SOCIAL_NETWORK_RESOURCE_NOT_FOUND,0x82305f04,Resource was not found (JSON error code: 3170052)
WS-37337-3,SCE_NP_WEBAPI_SERVER_ERROR_OAUTH_28_ACCOUNT_HAS_BEEN_BANNED,0x82e0001c,"This PSN account has been temporarily suspended
This PlayStation Network account has been temporarily suspended from accessing PSN services for violating our Terms of Service and User Agreement. Please check the e-mail account associated with the account for further information."
WS-37338-4,SCE_NP_WEBAPI_SERVER_ERROR_OAUTH_29_CONSOLE_HAS_BEEN_BANNED,0x82e0001d,"This PS4 console has been permanently banned from the PlayStation Network
This console has been permanently banned from accessing PSN services for violating our Terms of Service and User Agreement. Please refer to this support article for more information on bans and suspensions."
WS-37368-7,SCE_NP_WEBAPI_SERVER_ERROR_OAUTH_4176_ACCOUNT_HAS_BEEN_BANNED,0x82e01050,This PSN account has been banned
WS-37431-8,SCE_NP_WEBAPI_SERVER_ERROR_OAUTH_HTTP_STATUS_CODE_502_BAD_GATEWAY,0x82e101f6,"Connection to server failed // Step 1: PSN or the game's server may be temporarily unavailable. Please check the status of the game's server via its website. You can check the status of the PSN here.
Step 2 : If the servers are active, run the Internet connection test at [Settings] > [Network] > [Test Internet Connection] and make sure you can connect to the network.
Step 3: Update your router to the latest firmware. Turn off other devices that are connected to your network to reduce stress. If this does not work, try again later as the server may be experiencing high volume."
WS-37470-1,SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_404_NOT_FOUND,0x82f00194,Error occurred and the HTTP status code with or without non-JSON body was returned (HTTP status code: 404)
WS-37504-9,SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_503_SERVICE_UNAVAILABLE,0x82f001f7,PSN is undergoing maintenance // PSN is undergoing maintenance. Please try again later. You can check the status of the PSN here.
WS-37505-0,SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_504_GATEWAY_TIMEOUT,0x82f001f8,"Connection to server failed // Step 1: PSN or the game's server may be temporarily unavailable. Please check the status of the game's server via its website. You can check the status of the PSN here.
Step 2 : If the servers are active, run the Internet connection test at [Settings] > [Network] > [Test Internet Connection] and make sure you can connect to the network.
Step 3: Update your router to the latest firmware. Turn off other devices that are connected to your network to reduce stress. If this does not work, try again later as the server may be experiencing high volume."
WV-33894-7,SCE_WEBVIEW_NETWORK_ERROR_UNSUPPORTED_PROTOCOL,0x80E80001,Invalid scheme was specified
WV-33895-8,SCE_WEBVIEW_NETWORK_ERROR_FAILED_INIT,0x80E80002,Very early initialization code failed. This is likely to be an internal error or problem.
WV-33896-9,SCE_WEBVIEW_NETWORK_ERROR_URL_MALFORMAT,0x80E80003,Invalid URL format was specified
WV-33897-0,SCE_WEBVIEW_NETWORK_ERROR_COULDNT_RESOLVE_PROXY,0x80E80005,Could not connect to the proxy server.
WV-33898-1,SCE_WEBVIEW_NETWORK_ERROR_COULDNT_RESOLVE_HOST,0x80E80006,"Connection timed out / Can't open web page // Check to make sure the URL you typed is correct. If it is correct and you are unable to connect, please try again later."
WV-33899-2,SCE_WEBVIEW_NETWORK_ERROR_COULDNT_CONNECT,0x80E80007,Failed to connect to host or proxy.
WV-33900-5,SCE_WEBVIEW_NETWORK_ERROR_REMOTE_ACCESS_DENIED,0x80E80009,A service was denied by the server due to lack of access - when login fails this is not returned.
WV-33901-6,SCE_WEBVIEW_NETWORK_ERROR_PARTIAL_FILE,0x80E80012,A file transfer was shorter or larger than expected. This happens when the server first reports an expected transfer size and then delivers data that doesn't match the previously given size.
WV-33902-7,SCE_WEBVIEW_NETWORK_ERROR_QUOTE_ERROR,0x80E80015,"When sending custom ""QUOTE"" commands to the remote server one of the commands returned an error code that was 400 or higher."
WV-33903-8,SCE_WEBVIEW_NETWORK_ERROR_WRITE_ERROR,0x80E80017,Could not write file or socket
WV-33904-9,SCE_WEBVIEW_NETWORK_ERROR_UPLOAD_FAILED,0x80E80019,"Failed upload ""command"""
WV-33905-0,SCE_WEBVIEW_NETWORK_ERROR_READ_ERROR,0x80E8001A,Couldn't open/read from file
WV-33906-1,SCE_WEBVIEW_NETWORK_ERROR_OUT_OF_MEMORY,0x80E8001B,Out of memory. A memory allocation request failed. This is serious badness and things are severely screwed up if this ever occur.
WV-33907-2,SCE_WEBVIEW_NETWORK_ERROR_OPERATION_TIMEDOUT,0x80E8001C,Operation timeout. The specified time-out period was reached according to the conditions. // Connection timed out / connection error while receiving data. Network may not be stable now. Please retry after a while.
WV-33908-3,SCE_WEBVIEW_NETWORK_ERROR_RANGE_ERROR,0x80E80021,The HTTP server does not support or accept range requests.
WV-33909-4,SCE_WEBVIEW_NETWORK_ERROR_HTTP_POST_ERROR,0x80E80022,This is an odd error that mainly occurs due to internal confusion.
WV-33910-6,SCE_WEBVIEW_NETWORK_ERROR_SSL_CONNECT_ERROR,0x80E80023,Error when connecting with SSL
WV-33911-7,SCE_WEBVIEW_NETWORK_ERROR_BAD_DOWNLOAD_RESUME,0x80E80024,Attempting FTP resume beyond file size.
WV-33912-8,SCE_WEBVIEW_NETWORK_ERROR_FILE_COULDNT_READ_FILE,0x80E80025,A file given with FILE:// couldn't be opened. Most likely because the file path doesn't identify an existing file. Did you check file permissions?
WV-33913-9,SCE_WEBVIEW_NETWORK_ERROR_FUNCTION_NOT_FOUND,0x80E80029,Function not found. A required LDAP function was not found.
WV-33914-0,SCE_WEBVIEW_NETWORK_ERROR_ABORTED_BY_CALLBACK,0x80E8002A,"Aborted by callback. A callback returned ""abort"" to libcurl."
WV-33915-1,SCE_WEBVIEW_NETWORK_ERROR_BAD_FUNCTION_ARGUMENT,0x80E8002B,Internal error. A function was called with a bad parameter.
WV-33916-2,SCE_WEBVIEW_NETWORK_ERROR_INTERFACE_FAILED,0x80E8002D,Interface error. A specified outgoing interface could not be used. Set which interface to use for outgoing connections' source IP address with CURLOPT_INTERFACE.
WV-33917-3,SCE_WEBVIEW_NETWORK_ERROR_TOO_MANY_REDIRECTS,0x80E8002F,Too many redirects. When following redirects libcurl hit the maximum amount. Set your limit with CURLOPT_MAXREDIRS.
WV-33918-4,SCE_WEBVIEW_NETWORK_ERROR_UNKNOWN_OPTION,0x80E80030,An option set with CURLOPT_TELNETOPTIONS was not recognized/known. Refer to the appropriate documentation.
WV-33919-5,SCE_WEBVIEW_NETWORK_ERROR_PEER_FAILED_VERIFICATION,0x80E80033,The remote server's SSL certificate was deemed not OK.
WV-33920-7,SCE_WEBVIEW_NETWORK_ERROR_SEND_ERROR,0x80E80037,Failed sending network data.
WV-33921-8,SCE_WEBVIEW_NETWORK_ERROR_RECV_ERROR,0x80E80038,Failure with receiving network data.
WV-33922-9,SCE_WEBVIEW_NETWORK_ERROR_SSL_CERTPROBLEM,0x80E8003A,Problem with the local certificate
WV-33923-0,SCE_WEBVIEW_NETWORK_ERROR_SSL_CIPHER,0x80E8003B,Couldn't use specified cipher
WV-33924-1,SCE_WEBVIEW_NETWORK_ERROR_SSL_CACERT,0x80E8003C,Problem with the CA cert (path?)
WV-33925-2,SCE_WEBVIEW_NETWORK_ERROR_BAD_CONTENT_ENCODING,0x80E8003D,Unrecognized transfer encoding
WV-33926-3,SCE_WEBVIEW_NETWORK_ERROR_FILESIZE_EXCEEDED,0x80E8003F,Maximum file size exceeded
WV-33927-4,SCE_WEBVIEW_NETWORK_ERROR_SEND_FAIL_REWIND,0x80E80041,When doing a send operation curl had to rewind the data to retransmit but the rewinding operation failed
WV-33928-5,SCE_WEBVIEW_NETWORK_ERROR_SSL_ENGINE_INITFAILED,0x80E80042,Failed to initialize SSL ENGINE
WV-33929-6,SCE_WEBVIEW_NETWORK_ERROR_SSL_CACERT_BADFILE,0x80E8004D,Could not load CA CERT file missing or wrong format
WV-33930-8,SCE_WEBVIEW_NETWORK_ERROR_SSL_SHUTDOWN_FAILED,0x80E80050,Failed to shutdown SSL ENGINE
WV-33931-9,SCE_WEBVIEW_NETWORK_ERROR_AGAIN,0x80E80051,Error when some network data is lost.
WV-33932-0,SCE_WEBVIEW_NETWORK_ERROR_SSL_ISSUER_ERROR,0x80E80053,Issuer check failed.
WV-33933-1,SCE_WEBVIEW_NETWORK_ERROR_CHUNK_FAILED,0x80E80058,Error when CRC check error is detected.
WS-37504-9,SCE_NP_WEBAPI_SERVER_ERROR_HTTP_STATUS_CODE_503_SERVICE_UNAVAILABLE,0x82F001F7,PSN is undergoing maintenance // PSN is undergoing maintenance. Please try again later. You can check the status of the PSN here.
SU-30746-0,,,"Could not find file required for system software update. Turn off your PS4 system. Once all lights on your PS4 are off, hold down the power button until you hear 2 beeps; one immediately and one after 7 seconds. Your PS4 will now boot in Safe Mode. Connect your DS4 controller using a USB cable and press the PS button. Select option 3: ""Update System Software"" and then ""Update using Internet"".
"
